,comments,likes
0,와 미쳤다! 리뷰계의 지존! 장기자님 화이팅!,1
1,이렇게 재밌게 차 리뷰하는 곳은 여기 뿐일 듯 ㅋㅋㅋ,81
2,갈수록 재밌네ㅋㅋㅋ 감독님이 옆에 계시니 진택이형이 개그도 치고 감독님 편집 미쳤고ㅋㅋㅋ 포텐 제대로 터졌네,4
3,진짜 감독님 존재감.. 보이지 안을때도.. 편집만봐도 .. 정말 .. 쩌내요....,3
4,재밌어서 끝까지 보게 되는 영상.ㅋㅋㅋㅋㅋ운전하시는분 매력있으시네요. ㅋㅋㅋ,1
5,교양과 코믹을 적절하게 섞은것 같아요ㅋㅋㅋㅋ,3
6,아 오늘 영상 진짜 재밌네요 ㅋㅋㅋ 장진택님 컨디션 최상이신듯 합니다,5
7,멀리서 잘보고 있습니다..너무 재밌게 리뷰하심.. ㅠ홧팅입니다.!,1
8,목소리만 들어도 언제나 유쾌한 아재들~~항상 응원하고~더운 날씨에 건강도 유의하세요~~택이 흉아도~ 유감독님도 날이 갈수록 센스짱짱~~^^,1
9,마지막 부분웃다가 눈물 흘리고 갑니다.이런 리뷰가 들어가야보는내내 지겹지가 않아요시승기 잘 보고갑니다! ㅎ~~~,1
10,구형 신형 둘중 고민하고 있었는데.. 영상이 많이 도움됐네요 잘봤습니다  화이팅 ~^^,1
11,"[기사 제보] 오늘 뉴스에 양궁장에서 오발로 120m 날아간 화살이 펠리세이드 뒷문짝을 완전히 뚫어 버렸던데, 문짝 장인이신 장진택 기자님께서 폐차와 양궁선수를 섭외해서 메이커별로 차종별로 양궁화살을 쏘아보는 이벤트를 하신다면 센세이션을 불러 일으킬 듯 합니다.",3
12,저도 타봤는데 상용차인거 생각하면 봐줄만한 승차감인 것 같았어요 잡소리도 좀 있지만 상용차인거 감안하면 이해가는 수준 ㅋㅋ신기한건 밤에 급정거 하면 뒤에 바닥에 불켜져서 신기했어요 ㅋㅋㅋ,1
13,진택형님 유감독님 요즘 재미있는 영상 감사드립니다 ㅎ 항상 화이팅입니다,2
14,기자님 리뷰가 점점 재밌어집니다,1
15,사실 기존 페이스리프트 된 스타렉스 디자인이 르노의 느낌이 많이 난다고 생각하고 있었는데 마스터에서도 스타렉스의 얼굴이 보이는 듯한 느낌이네요,1
16,이 차는 진택이형이 타도 과적은 아니군요..,5
17,와 2월달에 업로드된 폭스바겐 투아렉 영상 보고 이걸로 넘어왔는데 형 살 진짜 많이 빠졌구나..영상 업로드 될때마다 계속 보니까 살빠진지 몰랐는데 ㄷㄷ 영상 잘볼께요 감사합니다,1
18,완전 옛날 스타렉스가 뒷좌석 에어컨이 저렇게 되어 있었죠 ㅎㅎ 제일 뒤에 앉은 사람은 정말 죽을 맛일텐데.. ㅎㅎ,1
19,너무 웃기네요 ㅋㅋ 시간 순삭!그나저나 오토 나오면 캠핑카시장 씹어먹을거같은데... 수동만 나오다니 ㅜㅜ,3
20,그런데 마스터 이야기는 아니지만 포터가 만약에 원박스형에서 투박흐 형태로 리베로나 미국 픽업처럼 바뀐다면 인기가 계속 될까요? 짐칸도 줄어들고 가격도 올라갈텐데 안전성이 좋아지는거는 제일 좋은거긴 하죠.. 암튼 리베로도 실패했었는데 지금은 시대가 바뀌어서 괜찮을지 잘 모르겠네요,1
