,comments,likes
0,0:42 폭스바겐이 아니고 벤츠 입니다!죄송합니다ㅠㅠ!!,3
1,엔진 미숀빼고 좋은차죠.ㅎ2002년에 슈퍼프라임 삿다가 밋숀만 3번 교체받고 파라버렸음,3
2,이스타나..옛날 학원차로 엄청 많았죠저 엔진소리 그립습니다 요즘은 다 사라져서 ㅠㅠ,5
3,"제가 어릴 때 탔던 유치원차가이스타나였는데...엔진음은 지금도 생각납니다...하지만 봉고, 그레이스, 이스타나, 스타렉스넷다 승차감이 으읔....",6
4,"이스타나의 스토리를 비교적 자세히 아시네요?..한가지 좀 다른 내부적 얘기는..SMF가 달린 것은 이스타나 국내가격 책정시 벤츠의 요구사항 이었습니다..제가 알기론 당시 DMF는 벤츠의 통제기술 중 하나였고, 그 가격에 DMF를 달아줄 수는 없다는?..제 이스타나에 DMF가 달려 있어서 그게 얼머나 뛰어난 기능인지 잘 알지만 사람들은 그냥 이스타나의 고질적 문제점 정도라만 알고 있는 거죠..지금은 거의 대부분의 수동차량에 DMF가 달려 있는 필수기능이죠..",2
5,저희 학원 예전 차 ㅋㅋㅋㅋㅋ지금은 그랜드스타렉스입니다,3
6,제가 mb100(이스타나) 를 타보았는데 말타기현상이 없는거같기도하고..차가 나이가들어서 비슷해지는고같네요,3
7,20만키로에 길들이기가 끝난다는 그 전설의 명차..,126
8,다시한번 전체적으로 리뉴얼해서 출시좀 해줬으면ㅠ,18
9,이스타나 프레임휘면 답없름...엔진미션발이기보단 차가 완전한 박스형테라서 실내공간이 어마어마합니다 그리고 94년이후 쌍용은 라이센스받아 엔진 자체생산...,2
10,이스타나... 진짜 오랜만이다... 초등학생때  재미있게 탔었는뎅 ㅎㅎㅎ,2
11,"독특한 엔진음,말타기가 잊혀지지 않는 차ㅋㅋㅋㅋ",12
12,매우 유용한 정보네요 잘 보고 갑니다 ^^,7
13,저 6월27일에 캄보디아 갔다 왔는데 쌍용 이스타나 랑 현대 e 카운티도 많고요 막 사고났는데 그대로 달리는 차가 많았어요 부식이 어마어마한 차도 있고여 제가 그걸 봤을때 충격받았어요..근데 달리는게 신기 하더군요 그래도 꽤 괜찮은 나라 같아요    긴 댓글 읽어주셔서 감사합니다!,4
14,사실 가격방어의 주된이유는 스타렉스 혹은 쏠라티 보다 싼가격으로 많은 인원을 태울수 있는점이 큰것도 있는거 같아요,3
15,정말 추억이 새록새록하네요~ 저희 교회차는 기아 베스타라는 차였었는데 ㅋㅋ,3
16,이스타나.. 현 스타렉스 보다 승차감이 좋은 그 차...ㅋㅋㅋㅋㅋㅋ 요철을 부드럽게 넘어감 ㅋㅋ 근데 이젠 세월탓인지 주변에 쌍차 서비스센터에 자주 들어오더라구요,7
17,난 저 차의 엔진소리가 제일 기억에 남는다..,33
18,현대그레이스와는 하늘과 땅..에쿠스와 아반테 급..2년유지했는데..진짜 좋다.,5
19,토요타사의 스프린터 토레노 3도어 해치백은 83년형 차량임에도 중고차 시세가 거의 3천만이 넘는다고 하더군요,3
20,어렸을때 학원차로 많이 탔었어요 개인적으로 공간감이나 승차감은 이즈타나가 경쟁차 대비 개인적으로 훨씬 좋았던 기억이 있어요,3
21,이스타나..한 때 정말 멋져했던 차죠,6
