,comments,likes
0,"[공지사항] 01:36 부근의 제원표에 구동방식과 엔진 형식이 잘못 표기되었습니다.이번 911편을 담당한 PD가 자막 작업을 진행하며 가장 익숙한 V6, FR구동 방식으로 자막을 넣었네요.선배들이 검수를 꼼꼼하게 하지 못한 탓입니다. 아시다시피 엔진이 뒤에 달린 RR방식을 사용하며, 엔진 형식도 V6가 아닌 F6입니다. 독자님들의 양해를 부탁드립니다.",169
1,"김기태 PD님 덕에 2000년대 중반 처음으로 911에 대한 로망을 가졌었는데요. 벌써 8세대군요. 많은 시승기 유튜버가 있지만 믿고 보는 김기태 PD님입니다. 늘 안전운전 하시고, 건강하세요",27
2,리뷰 진짜 깔끔하고 최고다...👍🏻,4
3,와 라는 감탄사 밖에 안 나오네요.전문적이고 디테일한 시승평을 해주셔서 정말 큰 도움이 되었습니다.혹시 촬영지가 어디인지 알 수 있을까요?주차영상 찍은 곳(멀리 풍경이 내려다보이는 곳)과 드라이브 코스가 예술이네요,1
4,차에 대한 리뷰는 진짜 오토뷰가 정석이고 최고다.,26
5,"991 mk1도 만족스러운데 992는 실내, 옵션, wet 모드와 더불어 출력, 가속까지 점점 더 나아가네요 ㅎㅎ 시승해봐야겠습니다",6
6,내가 대학생때부터니까 10년 넘은 것 같은데 예나지금이나 깔끔한 구성에 일관된 리뷰방식으로우리나라 No. 1. 리뷰채널입니다. 최고!!!,1
7,1:22 잠시 후 함께~~ 차 위잉!!!! 느껴보시겠습니다! 이장면은 15년넘게 그대로네요..오토뷰만의 전통같아 보여 보기 좋아요!^^,38
8,와 진짜 셈세한 리뷰다다른 자동차리뷰랑 다르게 영화에서보고 차 너무멋져서 보러왔는데 잘 알고갑니다 ^^,3
9,진짜 911 은 신이주신 디자인.어떤차가 나와도 이차의 디자인은 항상 끝판왕,2
10,"""소유하는것만으로도 만족감을 느낄수 있다!"" 이말 하나라 리뷰 끝!!",38
11,차도 멋지고 시승기도 멋지고 뭐하나 빠짐 없네요최곱니다...언제 타볼수 있을까낭..,2
12,브레이크 성능 보니 볼보가 정말 잘 나온다고 느껴지네요. 타이어도 도움을 줘야 하긴 하겠지만요.,2
13,자동차 리뷰 채널중에 오토뷰가 가장 전문성과 객관성이 뛰어남~,6
14,너무 멋지네요. 정성스런 영상 잘 보고갑니다!!,1
15,소유만으로 만족한다는 말씀에 공감이 가네요~ 데이터로는 설명할수 없는 감성적인 부분도 있습니다.,1
16,"편집장님 갈수록 빵빵 터지십니다! 이번 리뷰도 정말 잘봤습니다.. 8:05 여기서 ""아이구""는 정말 매력적이십니다😁",4
17,오늘도 좋은 시승기 감사합니다 김기태pd님^^,1
18,이번 992는 어느매체에서도 까는걸 볼수가 없네요... 실질적인 현세대 궁극머신인거같습니다.,1
19,이전 세대만 해도 카레라는 차라리 718이 낫지 않나 싶을 정도로 뭔가 애매하고 아쉬운 성능이였는데 이번 세대는 카레라S만 해도 성능 만큼은 부족함이 안느껴지는게 좀더 탐나는 모델로 거듭난 것으로 느껴집니다.,1
20,포르쉐는 볼때마다 자동차 그 이상의 아름다움이 느껴집니다. 드림카... 잘보고 갑니다!,7
21,빠르쉐 좋아하지는 않지만 차는 정말 잘 만드네요,1
22,911은 어떻게 나올때 마다 좋아질까??... 진정한 PROGRESS.,2
23,옵션리스트 까지 섬세한 리뷰 너무잘봤습니다.,1
24,김기태pd님 마지막 멘트에드림카란...얘기가나오면서하시는얘기가 가슴에 와닿아992스탁으로 출고받았습니다^^차량에대한 좋은정보감사합니다,1
25,포르쉐는 로고가 주는 힘도 대단함,6
26,진짜 멋지다... 저걸 사려면 데일리카는 또 따로 하나 있어야된다는 소리인데 그러면 돈이...,1
27,이번 생에 꼭 갖고 싶은 차 - 외국인이 만든 뽀르쉐 리뷰 잘 봤습니다~,2
28,테일램프 올라간건지 모르고 썸네일 딱보고 놀랬는데 테일 램프 올라간데까지 차의 기본 굴곡이고 리어램프가 저렇게 빠진건지 알고 와 뭔데 멋있어하고 ...,1
29,"영상 클릭하고 샤워를 해서 목소리만 들었는데요,기태형님의 평소보다 높아진 음역대와 1.2배 빨라진 말 속도에서 이 차의 성능을 느낄 수 있었습니다.",4
30,15:25 제동성능 부분에 Volvo Corss로 오타가 있습니다! 매번 재미나고 유익한 시승기 잘 보고있습니다!  감사합니다!,1
31,하긴... 외계인도 어찌보면 외국인이죠 ㅋㅋㅋ진짜 포르쉐는 쥐어짜지 않아도 편안하게 3초대군요 ㄷㄷㄷ,1
32,"오토조인스 시절 하얀색 997터보 카브리올레 리뷰가 기억이 납니다.당시 5단 팁트로닉 + PCCB 옵션 장착 이었는데, 무지막지한 엔진&배기 사운드에 주눅이 든다라고 하셨었죠. 991CS는 노랑색 시승차였는데 그때도 극찬하셨던 걸로 기억합니다.ㅎㅎ",2
33,연비가 에쿠스보다 좋다니 놀랍네요 ㅎ,2
34,차너무이쁘다 .. 가격실화냐 ㅠㅠ,7
35,항상최고의리뷰 감사합니다.구매의도움의최고의리뷰 오토뷰♥,1
