,comments,likes
131,911을 못사는분은 이걸 사시면됩니다..,1
132,9:22 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 당신은 악마입니다,9
133,이날 기자님 잇몸 다 마르셨겠어요...,3
134,2:15 그만큼 내가 원하는거 한다는거지~,1
135,그놈의 루프트 필터 ㅋㅋㅋㅋㅋㅋㅋㅋ,22
136,청개구리가 이영상을 좋아합니다.,2
137,구형 인테리어 ㅇㅇ내년에 신형 박스터 ㄱㄱ인테리어 992처럼 넘사벽으로 바뀜,2
138,유부남이냐 총각이냐 그런 차이ㅋㅋㅋㅋ 웃겨ㅋㅋㅋ,1
139,ㅋㅋㅋ알미늄 주유캡 20만원 옵션입니다. 60만원 아니구용~,1
140,박스터하면 그거밖에 생각이안남 ㅋㅋ 영국모 자동차 평론가가 이차를 사는건 나는 911을 살돈이 없는 사람이다라고 광고하는것이라고 ㅋㅋ 적나라하다 그죠?,1
141,911 자연흡기 가자,1
142,리프트옵션없어요4.0 은 핸들도 무료옵션이에요,1
143,키야...믓지네요... 유느님도 요거타신댔나요? 무도 레이싱편이후부터 드림이셨다는데..ㅋ,1
144,5:31 이걸로 리뷰정리,9
145,배기가 좀 아쉽네...,1
146,한용님 르네사스 화재 관련 영상찍어주세요,2
147,자동차 리뷰계의 황교익,1
148,개구리가 300만원이 넘는데!,4
149,이거보니까 981 영상 생각나네요,2
150,9:21 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
151,요샌 왠지. 내연기관이면 신차도 구형  느낌,1
152,박스터 뒷모습이 ev6전면이랑 비슷해보이는;;;,3
153,GTS는 가변배기 기본옵션입니다,2
154,가솔린차멸종시대가아니라 수동차멸종시대아닐까요,1
155,프렁크에 그 쓰레기 제가 받아가겠습니다.ㅇ_ㅇ,1
156,와 화질 실화인가여안구샤워 한거 같아요,2
157,선생님 표정 ㅋㅋㅋㅋ,1
158,계약 4달 전에 했는데 안제 나올까요..ㅠㅠ,2
159,사이드미러 옆 a필러쪽에 사각지대 알려주는 조명이 보이는데 이거 순정인가요?!,1
160,34분짜리에 광고 10개 실화??,6
161,청개구리가 돼버렸네 ㅠ,3
162,뒤에서 왜 기아 ev6가 보이지?,2
163,80년대 초반 한시택시,1
164,색이 그러고 보니까 기안84의 MahEulBus Green 이네요.,2
