,comments,likes
0,와~~~ 디자인 죽이네요. 역시 실물을 봐야해요. 이번도 판매량 압도적일것 같아요.정식 수입차로 옵션 빵빵한거로 네비리뷰까지 다시한번 주행 리뷰 부탁 드려요.짝짝짝~ 역시 차는 벤츠지,16
1,"외관은 라이트들만 특별해 보이는데, 인테리어가.. 와... 말이 안 나올정도로 고급스럽네요. 고급스럽고 미래지향적이고 편리하고.",6
2,후륜 조향 저렇게 많이 꺾이는건 처음보네요..ㄷㄷ보통 기능이 있어도 고속에서 살짝 틀어주는게 다 였는데 이번 S클래스는 정차 중 에서 부터 꺾어주니 운전 할 때 느낌이 상당히 독특 할 것 같습니다.,15
3,항상 느끼지만 편집자분 편집점 잘 잡고 재밌게 영상 편집해주시는 점 감사합니다 :),7
4,과연 시장을 선도하고 자동차 과학의 집합체가 벤츠라고 하는걸 실감 할 수 있었네요~ 디자인도 S클은 S클처럼 느껴집니다. 요즘 신형 E클 도로에서 종종 보는데 실물 계속보니 괜찮더라구요.제네시스는 가격대비 납득이 안 가는 품질인데 비해 S클은 2억이 안 아까운거 같습니다.,3
5,와~ 미쳤다!! 저 웅장함.... 거기에 미래지향적멋까지~ 감탄만 나온다!! 이래서 밴츠는 실물로 봐야된다는말이 나오는구나. 저 실내디자인 어쩔거야~~~,20
6,차맹 일반인도 이해하기 쉽게 리뷰 너무 잘 하세요,4
7,시승기의 'S' 클래스 같습니다. 깔끔하고 명확하고 알기 쉬운 설명 감사 합니다. 명불허전 이네요!!!,8
8,와.... 진짜 우리나라 차가 비빌 영역이 아니다... 역시 벤츠다,14
9,진짜 벤츠는 벤츠네. 미친 기술력과 디자인이다. 와 엠비언트라이트 무빙보소..근데 헤드라이트 노면에 경고해주는기능은 안전을 위해 벤츠가 볼보처럼 기술을 공유해줘서 표준화되면 좋겠다...좋겠다...좋....진짜 벤츠가 벤츠했네.진짜 벤츠 괴물이네,3
10,S클래스 신형 실물로 보면 생각이 달라집니다. 시승은 안해봤지만 주차장에 세워져있는 차량 봤는데 어? 딱 보고 S클래다라는 말이 나올 정도로 디자인 기가 맥힙니다. bm7 Li생각하고 있었는데 실물 보는 순간 생각이 바뀔정도 입니다.,11
11,와... 진짜 어디하나 흠잡을곳이 없을 정도로 완벽하네요!역시 벤츠...제네실수는 절대 따라올수 없는 완성도,19
12,진짜 미쳣다ㅋㅋㅋ 아무리 제네시스도 프리미엄이라고하지만 벤츠는 역시 프리미엄중에 프리미엄이네요..,75
13,솔직히 익스테리어는 지금 모델보다 별로라고 생각이 드는데 자꾸 보니까 인테리어도 나름 좋고 성능이 완전 개미쳤네 ㄷㄷㄷㄷ,2
14,정말 보고싶던 시승기인데 김한용 편집장님의 시승기여서 더욱 재미있었습니다 😀😀😀,2
15,타보니 좋긴하더군요  시트가 참 맘에 들었고  사람을 참 편하게 해주는 차량이다 느꼈습니다,2
16,김한용 님의 리뷰를 보는 가장 큰이유다른리뷰어들 과는 다른 전문성,19
17,S 첨 나왔을때 엄청고급스럽다라고 생각했는데 욕 엄청 먹어서 이해 못 했는데 신형 마이바흐는 진짜 지림!ㅎㅎ 저 버로우타입(？) 핸들 손잡이는 10년전에 저렇게 나오면 좋겠다고 생각 했는데.. 테슬라가 일 냈죠!! 근데 테슬라 화재 사고때 손잡이가 숨어 있다보니 문을 못 열어 문제가 있었죠.. 외부에서 열 수 있는 추가 기능 필요 해 보이네요. 10초 동안 지속해서 손잡이 를 푸쉬하면 손잡이가 튀어나온다던지.... 여튼 영상 감사합니다ㅎㅎ,2
18,거의 디자인과 디테일은 명품 보석 수준이네요!!! 기술을 주도하는 독일 명차!!!,4
19,벤츠 클래스 영상 다 보고 왔는데 이래서 사람들이 s클래스 s클래스 하는걸 이제서야 알았다... 내부가 차원이 다르네 어떻게 저리 고급지고 이쁘지,3
20,와...똑같은 차로 리뷰의 격이 다르네요 역시 ㅋㅋㅋ리뷰계의 S클래스 모카입니다 ㅋㅋㅋ,30
21,저도 이번 풀체인지 완전 지리네요특히 실내는 넘사벽 입니다드림카로 정해봅니다 헤드라이트만 2천만원 할거 같네요ㅎ한용행님 벤츠s도 한번 받아보시는 그런 능력 보여주세요그정도 되시잖아요!ㅎ,9
22,벤츠...놀라운 완성도와 마감이네요...정말 멋집니다...너무나 멋진차네요...감탄 또 감탄...ㅠㅠ,3
23,"실내는 역시 s클래스, 라이트 디자인은 아직도 글쎄요 같아요~~리뷰 잘 봤습니다. 친절한 설명 굿!!뒷바퀴 조향~~와~~감탄이 나와요^^",1
24,확실히 현대적인 차량이라 최첨단의 정점을향해달리는 고급차량이네요!!😄👍도대체 센스가 몇개나 들어가있을까요??많은센스들의 내구성이 뛰어나면 이차량도오랫동안 안전하게 잘달릴텐데...!!그래서 전 기계식인 구형벤츠가 더좋습니다.ㅎㅎ😅(물론 이런 고급차를 살 돈도없지만요~🤣),1
25,와 진짜 말이 안나올정도로 너무 좋다...............,6
26,외관은 솔직히 평범하고 실내 디자인이 진짜 개좋네 ㅋㅋㅋㅋ,25
27,강남대로 전시장에서 E클 신형봤는데 디자인 화면보다 실물이 더 예쁘더라구요.. S클도 그렇지 않을까 생각합니다. 출시되면 잘팔릴듯합니다.,36
28,"예전에    에쿠스 풀옵이랑     , S 클래스  와 비교하면서     에쿠스가 더 낫다라고  하시던   현대 매니아분들이   많았는데....   지금은  G90 풀옵하고 비교하면 어떨가요 ? 현대차 타시는분들은 그래도   G90 풀옵이 낫다고  하실거같은데....",2
29,바라만봐도 믿음과 갖고싶다는 생각이 철철넘치는브렌드 기업이 만들어가는것. . . .,7
30,"실내 인테리어옵션 피아노블랙이랑신형 요트우드트림이 진짜 갑이던데거기에 플래그쉽 4d부메스터 옵션추가문짝상단 전동 트위터, 천장 선루프바트위터까지 완성 외관은 amg팩에흰색바디컬러.. 지림ㅜ",1
31,실제 차를 보기전엔 욕하면 안될듯요. 이클도 에스클도 진짜 이쁘네요.,2
