,comments,likes
260,딜러분 말씀과 설명 열심히 잘하시는건 알지만..세일즈 첫단추는 니즈 파악입니다..물론 방송이라서 더 숨도 안쉬시고 설명하는 거라면 상관이 없지만..실제 저렇게 세일즈 하시는건 옳은 방법은 아닙니다..입이 큰 영업사원 보다 귀가 큰 영업 사원이 더 판매 실적이 좋지요...저도 세일즈 초보였을때 가장 많이 보인 오류가 바로 설명 하기 바쁘다는거죠..나중에 생각해보면 어떤 고객이였는지 고객이 원하는게 무엇인지 기억할수 없었던거죠..시험보는게 아니라면..고객이 궁금해 하는것 위주로 핵심만 알려주시는게 낫죠..많은 말을 해도 전달할수 있는 메세지는 하나일 뿐이고..상세한 설명은 브로셔만 봐도 알 수 있을 뿐더러 저렇게 과잉정보가 쏟아지면 기억할수도 없을 뿐더러..선택과 판단이 더 어려워지죠.전시장에 고객이 방문 했다는것은 이미 선택적 수집된 정보를 가지고 온것이고..부연설명과..경험을 바라고 오는것입니다..간단히 고객이 알고자 하는것과 경험하고자 하는것만 도와주시면 됩니다 ..자동차는 생각보다 이성적 고관여 제품이 아닌..감성적 저관여 제품에 가깝다는것을 유념하시고..세일즈 하시길 바랍니다..(허나 자동차 금융은 이성적 고관여가 맞습니다.)롤스로이스라면 거의 최고의 차이지만..잘못된 세일즈 방식이 보여서 몇자 지적해 봅니다..롤스로이스 딜러가 중고차 딜러처럼 굴어선 안되겠지요..,5
261,저분이 그렇게 설명을잘하나? 졸린데;;,1
262,살면서 타볼일 1도 없을 것 같은 롤스로이스에 대한 리뷰라니.. 재밌게 잘봤습니다. 중간에 음량이 갑자기 높아지는 바람에 깜짝 놀라긴 했지만. 대리 만족하기 좋은 영상이었습니다. 아쉬운건 옆에 매니저님이 계셔서 그런지 느낌이 좋다는 것만 반복반복하는게 차량 성능이나 기술같은 이모저모에 대한 정보 전달면에서는 다른 리뷰들에 비해 부족하지 않았나 싶네요~ 반대로 리뷰를 하신다기보다 차량 컨셉에 맡게 진짜 세일링을 즐기시는 듯한 모습은 재미졌습니다 ㅋㅋ,1
263,재미있게 잘 보았습니다 섭외가 쉽지않은 차량일 텐데 흥미로운 리뷰였습니다,5
264,앞모습이 진짜 너무 웅장해  신형 벤틀리도 따라 하는거 같던데 역시 끝판왕,5
265,영상 잘 봤습니다. 세계 명차임은 틀림이 없지만 그래도 굳이 단점도 좀 같이 말씀해 주시면 좋을거 같습니다.,1
266,박기돈 기자님 인생차네요. 정말.   잘 봤습니다. 언젠가 박기돈 기자님이 롤스로이스 오너가 되길 바랍니다.,2
267,탑을 열었을때와 닫았을때의 사운드 차이는 음원의 차이인거 같습니닷 ㅎ 닫고 틀었던 음원은 음원 자체가 저음이 풍성하지 않은 음원이네요^^ 가능하면 사운드 테스트때는 국내곡 보다는 외국곡의 모든 음역대의 음을 연주하는 음원을 사용하시는것이 좋을거 같습니다~ 모든 차종에 동일한 음원을 가지고 테스트하면 더 객관적인 사운드 테스트가 될거라 생각듭니다^^,1
268,"차가 주는 포스가 정말 장난아니네요.. 외관,내관 모두 멋집니다..캬~~~~그놈의 돈 돈 돈 돈이 문제네요 ㅠㅠㅠ",1
269,차가 참 간지나네요... ㄷㄷ,1
270,"모트라인은 그나름대로, 모터리언은 모터리언처럼 그양 쭉~ 밀고 가세요,  추구하는 포인트가 다르니까요! 언제 롤스로이스 시승기 저희같이 평민들이 보겠습니까?  다만 오디오녹음상태는 ㅠㅠ?",5
