,comments,likes
0,저차 외국에서 커스텀 한건 좌석 1열과 2열이 마주보기 형식에 뒷쪽에 소형주방과 화장실 달린것도 있더군요 국내서 커스텀 한것도 럭셔리 하네요 기회가 된다면 타보고 싶네요,2
1,딜러분 정말 상세하게 설명 잘해주시네요 ^^,3
2,두분 같이 나오는건 오랜만이네요 ㅋㅋ 이젠 차에서 플스도 가능하다니 놀랍습니다,2
3,"와,,이 차 뭔가 간지가 난다..",2
4,와우 승합차가 이리 고급지네 ㅎㅎ 하나사서 놀러가고싶네요 ㅎㅎ 코로나조심하세용~️,2
5,오! 혜연님 모터리언에서 뵙는게 오래간 만입니당.그리고 두분이서 진행하는것도 오랜만이구요.잘볼께요.,15
6,이투샷 오랜만에보네요~자주좀 같이해주세요벤츠의 스프린터와 비교할수있는차가르노의마스터와 현대 쏠라티정도?!내부모습보닌깐 벤츠가 갑이네요~,4
7,우아아아 박기돈 편집장님이다!@#!@두분이 함께하는 리뷰 오랜만인거 같은데요!@#,4
8,혜연기자님 리액션 스쿨 다녀오셔야겠어요^^ 리액션이 단백해도 너무 단백하시네요^^,2
9,잘 보겠습니다..오랜만이네요 두분이 같이 촬영하는거.. ㅎㅎ,4
10,박기돈 기자 팬입니다. 모터리언 화이팅!!,8
11,혜연기자님 자주나와주세용~ 넘 오랜만에보내요,7
12,총 9인승 차량이군요?,1
13,오랜만에 두분이 함께하네요,1
14,5톤 ㄷㄷ,1
15,우등고속 타고 계신 것 같아요.ㅎ,1
16,4.5톤 화물차 크기군요,1
17,5톤짜리를  3천cc 엔진으로   가능한건지 ?,1
18,럭셔리 버스네.,1
19,작은 마을 버스급이네ㅋㅋ,1
20,송은기자 떠나니더 잘 될듯합니다화이팅~^^,2
21,좀 낮게 좀 짧게 나오면 ㅋ 카니발 잡는다,1
22,박혜연 기자님 너무 오랫만이에요.... 자주 나와 주세요.,12
23,우리나라. 골목도 많은데 어떻게 다니나요,1
24,대형버스 면허 없이도 운전가능한가 보네?,1
25,24:05 롤스로이스 레이스 등장,8
26,저 고급차에 사이드스텝도 없네..,2
27,신발 벗고 타세요 ㅎㅎㅎ의자에도 벤츠 마크가 있어야 하는디,1
28,포칼...좋졓ㅎ,1
29,굿,1
30,그래서 차가격이 얼만교??,2
31,혜연쨩누나 키레이 카와이 다이스키 아이시떼루 혜연쨩누나 나오는것만 봄,1
32,"방탄 소년단 이동 차량? ㅎㅎ 걸그룹, 보이그룹 이동차량으로 쓰면 좋겠네..물론 잘나가는 그룹이 써야겠지만..",1
33,옆 고스트도 안부럽네,3
34,"오늘은 기태형님 운전하실 때 느낌이, 마음씨 좋은 어린이집 원장님 겸 기사님 같습니다 ㅎㅎ",33
35,오토뷰의 영상미와 짜임새가 더욱 더 탄탄해지는것을 보며 제가 다 행복해지는 기분을 느낍니다.오토뷰 관계자분들 모두 건강하세요,6
36,김기태 피디님의 슈트빨을 확인하시려면 꼭 보셔야합니다. 쓰앵님~ 13인승이면 인원 관계없이 버스온리레인을 사용할 수 있다는 거 처음 알았네요~ 좋은 차 소개해주셔서 감사합니당~,9
37,진짜 하나 하나 모두 섬세하고 안락한 구성이네요~,2
38,5톤의 무게의 차를 190마력짜리 디젤엔진이 무리없이 끈다는게 정말 신기하네요 ㅎㅎ,4
39,이번영상은 약간 협찬느낌이라 오토뷰느낌나지않기도 한데 ㅋㅋ우선 와일드한운전이나 한계를 테스트하지않고....ㅋㅋ자주나오는 타이어지적이 없어서....근데 이런영상 너무 좋네요 '알페온 ' 리뷰때부터 좋아하고 꾸준히 봐온 구독자입니다 100만가셔서 쭉 대박터지시길 ㅋ,4
40,와 김기태피디님 수트 입으신거 왠지 낯선데 멋집니다! ^^,17
41,대한민국 유일무이 원탑 카리뷰 오토뷰,22
42,노블클라쎄라 그런지 고급스럽군요.잘보겠습니다.,7
43,R&D 비용이 어마어마 하겟네요.차가 많이 팔리진 않을테니..,3
44,사양은 정말 최고인거 같은데 정말 비싸네요...,2
45,제로백 보고 싶었는데 아쉽습니다 ㅎㅎ 고생하셨습니다!,3
46,확실히 고급지네요,1
47,벤츠의 '쏠라티'네용. 유럽출장가면 호텔차량으로 간혹 나오던데... 노블 클라쎄면 VVIP용이군용?? 기회 되시면 벤츠 V클래스도 부탁드림다~벤츠의 카니발은 어떤지 궁금해요,1
48,오토뷰 기자님들 혹시 올뉴렉스턴 시승계획은 언제쯤 잡혀있는지 알수있나요 목빠지게 기다리고있습니다 오토뷰 영상보고 구매할지 말지 정할거라서요,2
49,토크에 얼마나 몰빵했으면 5톤 190마력인데 크게 답답함이 없을까요 ㅎㅎ,2
50,진짜 기가막히게 좋네요ㅋ키야~~,4
51,캠핑카도 해주세요  재미있을듯해요^^~,3
52,금요일밤  마눌과 애들  일찍 재우고 거실TV로 오토뷰 보면서 맥주한잔  최고의 신선놀음 입니다. ㅋㅋ,12
53,구매 1순위 차량인데 ... 2가지가 걸리네요. 1. 일단 주차장에 못들어가겠네요.  2.  30년 할부가 진행중인데 이제 29년 남았네요.,4
54,누군가에겐 이 차가 쇼퍼드리븐카의 끝판왕일 수도 있겠네요. 잘 보고 갑니다.,3
55,크 앵간한 버스 가격을 뺨때려버리네..,6
56,스노우체인 리뷰한번해주시면 좋을거같아요,3
57,스프린터랑 쏠라티 둘다 가격 극악무도,2
58,"국내에도 카니발이나 스타렉스에 이런 식으로 흉내내서 만들어 파는 업체가 있던대 퀄리티가 쓰레기더군요.. 겉만 뻔지르르 하게 해놓고 각종 불량과 AS도 제대로 안돼고,, 완전 개판이더라구요",2
59,이차가 이재용 회장이 타고 다닌다는 그차  아닌가요? 그야말로 달리는 집무실이네요,7
60,봉고차인데 벤츠 마크가 있으니 좋아보이네요. 스타렉스 리무진은 아무리 해도 짐차 같던데 말이죠. 이미지라는게 참 중요하네요.,6
61,이차를 트럭으로 쓰는사람은 없겠네요..,2
62,정장 입으시는건 처음보네요. 멋있으십니더!!,3
63,썸네일보고 스타렉스인줄일고 넘겼다가 무릎을 탁 치고 다시봅니다,6
64,깡통 차대 가격 6천 후반 부터 7천 중반에 수입 되는 차 인데 ㅎㅎㅎㅎ,1
65,대기업 회사 중역들타시는 용도네요ㄷㄷ  운전 잘못하면 쌍싸대기 맞을듯 ㅋㅋ,2
66,마지막에 나온 음악의 제목 좀 가르쳐주세요~~,1
67,1분30초에 공차중량 5000kg이라고 나오는데 이거 맞는건가요?,8
68,2억8천 ㄷㄷㄷ,6
69,9:30 사장님에서 운전기사님으로 내려가신..,4
70,진짜 비싸다..,15
71,주유소랑 친해지는차,1
72,3.0 디젤인데 190 마력 밖에 안되네요?,2
73,,2
74,안녕하세요! MBC <전지적 참견 시점>  팀입니다.해당 영상을 방송에 사용할 수 있을지 문의드립니다. 확인하시고 댓글로 회신주시면 감사하겠습니다.,1
75,내집보다 비싼거...크흡...,3
76,s클 최저트림 2대 살 돈이네ㄷㄷ,3
77,비싼거같음.. 르노마스터사서 개조해도 반값도 안될듯.. 승차감은 쬐금 다르겠지..뭐 가성비로 타는차는 아닐테니까,1
78,와 5톤 ㄷㄷ 핵뚱땡이,2
79,르노 마스터 버스 8대 값,6
80,,3
81,노블이면 저임금 노동자 들이 조립 하는 자동차;;;;;ㅋㅋㅋ비싸긴 더럽고 개똥같이기싸네요,1
82,5톤이라고요?,2
83,530i 보는데 갑자기 끊기더니 없어졌어요...,4
84,다봤으니~이제 자야겠다~아~~ㅎㅎ,4
85,오호  2억8천,3
86,가족들 태워주고싶다...,5
87,우와와왕,4
88,동네마실용으로 한대 구입 해야겠다,3
89,Yj의 출퇴근 하려고 산 차.,1
90,안녕히 주무세요 ㅎㅎㅎ,3
91,이름이 냉장고??,6
92,가격과어울리지않는 깡통휠이 안습 ㅠㅠ 모르는사람이보면 그냥 택배차인줄알겠는데요 ㅋㅋ..,2
93,조민기닮으심 ㅋ,1
94,530i 어디갓어,4
95,스프린터 519 를 사면 벤츠에서 이미 고급화 튜닝이 다 되어서 나오는데왜 깡통 밴을 사서 튜닝하고 있지?,2
96,광고끝가지 봅시당클라쎄 철자까지 똑같네요,2
97,실제로보면 상당히 구림,1
98,와...스프린터 승차감 진짜 개판인데... 천장이 높은데 방지턱 좀 씨게 넘으면 머리 천장이랑 박치기 존나 잘해요.. 그래서 그냥 팔아버림... 지금은 익스프레스밴 타는데 이게 더 좋음 ㅋㅋ,1
99,나 ... 미워한거 해명해....왜 미워했어???,120
100,형 너무 힘들어하지말고 우리가 있으니까 걱정말고 항상 멋진차 보여줘서 고마워 화이팅 100만 가즈아!!️️,1
101,형 너무멋지십니다!!!!! 정말그렇게 긍정적인 마인드 본받고 싶습니다!!! 항상화이팅하시고 힘내세요 열심히보겠습니다!^^,24
102,앞으로도 잘 하실겁니다. 항상 최선을 다하시는 것 같아 영상 재밌게 볼 수 있었습니다. 더 발전 된 모습 기대하겠습니다.,1
103,영상에서 예전보다 힘이 빠진게 느껴지네요 형 힘내요 안티가 있다는건 그만큼 형의 채널이 컸다는거에요!!,1
104,딱 이 리뷰를 보고 싶었는데 좋은정보 감사합니다. 스프린터 롱바디 보니 현대 카운티 장축모델과 엇비슷해보이던데 캬 역시!! 과거도 좋지만 과거만 보지 마시고 앞으로도 지금처럼 해주세요!! 응원합니다!,1
105,첨엔 영상 멋있어서 보긴 했으나 요즘은 차에 관심이 많이 생겨서 더 봤던것도 자주 보게 되네요 정말 감사 합니다.,1
106,우파님이 이때까지 잘 살아오셨던 것처럼앞으로도 더욱 행복하게 사셨으면 좋겠습니다,1
107,우파님이 뭘 하시든 보이지 않는 곳이든 보이는 곳이든 항상 응원하겠습니다! 힘내시기 바랍니다!!!,1
108,역시 어느 자동차유튜버보다 재밌게다정다감하게 진행하시는 분은우파님뿐인듯^^,1
109,얍! 자차로 우르스 리뷰할때까진 그만 두면 안됨ㅋㅋㅋ농담이고 원래 차 좋아하는데 보통의 사람들처럼 다 접해보지 못하고 사는데우파님 덕분에 대리만족도 하고삽니다!스트레스만 받지마요^^,2
110,너무 멋진 스플린터 잘 봤습니다. 항상 감사하구 응원합니다!,1
111,우파형님 힘드시면 잠시 쉬고 오셔도 되요 안티팬보다 형님을 응원하는 팬들과 구독자들이 있다는거 잊지마세요!!,2
112,우파형님 인간적인 매력으로 몇년째 들러서 보고갑니다. 항상 뽜이팅!,2
113,우파형 이제 자신감과 더 밝아보여 앞으로도 자동차 리뷰 계속해줘!!! ㅋㅋㅋㅋㅋ 팟팅!!!!^^,2
114,"조용히 응원합니다. 몸건강, 마음건강 챙기시고 파이팅하시길 바랍니다",1
115,"늘, 항상 응원합니다.~ 힘내시고 지금도 잘하고 있어요!! 우파 홧팅^^",1
116,우파형 힘내요 항상 잘보고 응원할게요~~!!!!,1
117,항상 잘보고 있습니다. 힘내세요...응원합니다^^,2
118,저번 영상보고 맘이 안좋는데저도 기분이 좋아지네요하고 싶은거 하시고 사세요그러기에도 부족한 인생입니다^^앞으로도 기대하겠습니다화이팅!,1
119,우하!!!  완벽하고 모두에게 잘 보일 필요 없습니다..! 사람 그대로의 우파를 좋아하는 사람들이 더 많은 공간입니다. 많은 사람들이 응원하고 기다린다는 것 절대 잊지 않으셨으면 좋겠어요. 사람인지라 감정에 휘둘릴 때가 있지만 자기 자신을 더 사랑해주면 그런 감정들도 모두 좋은 에너지로 바뀔거라 믿습니다. 더 힘찬 모습으로 자주 봬요,1
120,지방에 거주하는 아재팬입니다. 저번주  술자리에서 친구들에 우파티비아냐? 물어보니 모든 친구들이 알뿐더러 구독도하더군요 정말 깜짝 놀랬습니다. 묵묵히 뒤에서 응원하고있는 저희 촌동네 82년생 아재들을 위해서 더욱더 화이팅 해주세요~,7
121,잘 보고 있어요. 계속 빠이팅 넘치는 리뷰 기대합니다.,1
122,형 세상에 완벽한 사람은 한명도 없다고 봐요 누구에게나 빈틈은 있고 부족한 점은 있어요 그리고 1등이 되기위해 누구나 욕을 먹게되지만 형을 사랑해주는 사람은 더 많잖아요! 이 글이 도움이 될지는 모르겠지만 저는 지금의 우파형이 좋고 재밌고 항상 웃는모습이 좋아요 항상 재밌는차 리뷰해줘서 고맙고 앞으로도 자존감 높여서 더 밝은모습으로 영상 찍어주세요 항상 재밌게보고 있습니다,1
123,형... 쉬고 온다면서 영상 올라와서 놀랐네요!! 이런 큰차들도 궁금했는데 오늘도 감사해요 ㅎㅎ 화이팅이에요 형!!!,1
124,"싫어할수도 있고 좋아할수도 있고, 다양한 사람들이 존재해야 자연스러운거죠. 상처받으시는 여러일들 훌훌 털어내시고 힘내세요!!",1
125,빛이 있으면 어둠도 있는 법이죠! 빛이 있는 곳에서는 항상 우파님의 본모습을 다 보여주시고 어둠이 내려앉는 곳은 편하게 자신만의 공간에서  아무것도 신경쓰지 않고 자신만의 휴식을 가지길 바래요! 언제나 응원해요!,1
126,적은 무조건 생기기 마련입니다~공인이신 만큼 잘 이겨내시길 바랄께요^^우파 화이팅!!,1
127,우파님 힘내라!! 어딜가나 딴지만 걸며 인생 소비하는 병신들이 많습니다. 덕분에 매일 즐겁게 보고 있어서 고맙습니다. 화이팅!!,1
128,15인승인데 시트가 대박 멋지다..,3
129,항상~~응원~합니다♡힘내세요^^,1
130,한 두 마리의 미꾸라지가 강물을 흐리듯이 안티팬은 극소수이고 우파님을 응원하고 좋아하는사람니 대부분입니다. 힘내시고 더 좋은 모습으로 볼 수 있기를 응원합니다!!!,1
131,앞으로도 쭉 우파TV 와 함께 ~~,2
132,항상 잘보고 있습니다 힘내세요,1
133,특별한 기회로 구형 vip 탄적이 있는데 좋긴 참 좋더라구요,1
