,comments,likes
0,"역시~~~~~모터리언 리뷰는  편집장님이 해주시는게 가장 맛깔나네요. 이런 고성능차량이나 , 비싼 차량리뷰는 대신 해주세요!! ㅠㅠㅠ",11
1,와... 안 그래도 디자인 멋진데 블랙 + 블루색이 진짜 대박이네요!!잘 봤습니다~,4
2,"새차보다는 시간 조금지나고 중고가 떨어졌을때 사볼만 하겠네요 실내는 별로라면 별로인데 잡다한거 없이 딱 필요한것만 있어서 운전만 하기는 좋아보이네요,개인적 견해지만 디쟈인은 아이언맨이 광고해준 1세대가 너무 잘뽑아서 점점 투박해지고 특징이 없어지네요 그렇다고 타사의 화려하거나 살벌한 디쟈인도 아니고 호불호가 갈리는 모델이네요 데일리카로는 갑일듯",1
3,색감이 정말 좋네요,4
4,8:48 이 부분 바뀐게 젤 크다고 생각듬 2세대 r8 처음 나왓을때 전세대가 더 이쁠정도로 디자인은 별로였는데 저거 바뀌고 진짜 어색한게 사라진듯.,2
5,수십번 보는중...현실적인 드림카이자...슈퍼카...,2
6,1세대 R8은 디자인이 지금 봐도 전설이네요,10
7,실내 말이 많은데 전자장비 많은걸 극혐하는 저로써는 베스트입니다. 콕핏 마저도 거부감있구요.아무래도 퍼포먼스보다 실내에 몰빵하는 국내 유저들한테는 딱 좋은 먹잇감이죠^^실내 전장 따질빠에 시트를 레카로로 바꿔서 허리 교정과 자세잡는곳에 투자하는게 더 좋을텐데 그걸 모르죠,2
8,R8... 디자인은 시간이 흘러도 잘 나온 것 같아요 ^^잘 보겠습니다..,7
9,r8은 확실히 전세대가 더 이쁜거 같네 앞모습이 a5스포트백이랑 거의 흡사한듯,4
10,역시 모터리언은 박기돈 편집장님 리뷰가 제일 재미있습니다.,15
11,눈으로만보는 슈퍼카^^..  눈팅 잘하고 갑니다.,1
12,그러면 R8 시리즈 중에서 영상에 나오는 r8 v10 퍼포먼스가 가장 좋은건가요?,1
13,태생이 스포츠카인데 노면소음 얘기한다는 자체가 넌센스네요,1
