,comments,likes
0,로열프린스는 후륜구동으로 주행성능이 예술이었음.,2
1,사골플랫폼. 뉴 프린스는 완성도가 높긴 했음,1
2,아무리 봐도 멋진 차.,11
3,프린스에 타본 기억이 어렴풋이 있습니다. 차멀미한건 안비밀...,3
4,아부지차.. 눈물이 난다..,6
5,"해진 아저씨 , 애자 이모 께서 타신차.해진 아저씨는 세피아 , 애자 이모는 아토스 이셨었죠.",2
6,내가 등교하는 학교에 복지일자리 환경정리할때 복지일자리 청소 카트를 보면 대우 프린스차량이 생각이 들었음.내가 환경정리 청소카트를 보자마자 대우 프린스차량라고 이름을 지었음. 왜냐하면 뒷바퀴가 큰데다가 살짝 휘어져 있어서 이름을 대우 프린스차량으로 지었음.,2
7,후륜구동이라 코너링 핸들링 고속주행에 짱이엿던 차!!,2
8,내가 유치원생때 부모님 차. 내 기억속에 남아있는것중 가장 오래된 차.,8
9,저시대때 저차봤을때 차 드자인이 나무 좋왔던,1
10,난 프린스가 너무 좋아 최고 속력 370km 좀 빨라,1
11,기름먹는 하마...였죠.,3
12,프린스 택시 타봤던 기억이 난다 어릴때,2
13,흐앙 프린스 넘나 멋진거,11
14,내 두번째 차.  검정차 좋았는데.  묵직하고.  ㅠ,1
15,나의 두번째 차 `~~우여곡절이 많았었는데 ~~~~,1
16,나초등하교 때 우리이버지차 그다음포텐샤 그다음뉴그랜져 고등학교때 다이너스티추억이다 추억이야ㅋㅋ,3
17,광고가 맞네. 내차도 날개가 있었어. 그래서 대전 통영간 고속도로로 서울 간다고 새벽에 프린스타고 170km 달린 적 있었는데,1
18,프린스는 르망하고도 닮았네요.,5
19,허머 H1 광고와 H2 광고도 올려주세요,1
20,초딩때 할아버지차~ 중간에 초기형 산타페로 바꾸셨는데 아마 폐차됬겠지,3
21,달콤한인생에서 이병헌님이 깡패들 조졌던 차.,2
22,울 아부지 첫차..두번째는 쏘렌토..세번째는 체어맨...,4
23,프린스가 급발진이좀 많았다고 하던데,1
24,"그 두분께서 프린스 , 뉴 프린스 모시다가 바꾸신적 있으세요.",3
25,유치원때 할부지차 ㅠ,3
26,흐앙반한프린스와공주,1
27,씨에로하고도 비슷함,3
28,안톤오노가 탔던차 프린스,5
29,선좋아요.구독.알람후시청^^,1
30,GM의 청사진 흥미롭네요,1
31,기자님 리페르용...,1
32,다알 갈거니까~~~~~,3
33,제목그대로 한국에서 잘해보슈.,6
34,05:30,1
35,1:24 리브헤어가 아니라 립벨 아닌가요? 독일어 일텐데,1
36,Euv도 다시들어올때 히트펌프달고들어와랏 ㅠ,4
37,다들 계획이 있다 테슬라를 만나기전까진,1
38,레코드 내가 좋아하는차 54위,6
39,와 쉐보레 말리부의 조상님이다,9
40,이후로도 대우는 거의 8년 가까이 수입에만 의존한 게 흠좀무...그러다현대가 전륜구동 줄줄이 선보이니당황해 내놓은 임페리얼 듀크는 그돈씨,6
41,지엠 코리아!!!,3
42,광고 음악 뭐죠?,4
43,새한 자동차에서 판매한게 아니었나요...? ㅋ......새롭네요.,3
44,레코오드!,1
45,는 오펠 레코드..,2
46,이게 언제적이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7
47,저당시에 리더당 14키로면연비진짜 좋은거ㅜ아님,1
48,1972/11/21,3
49,아직도 이게 있을까?,4
50,그래도 GM대우 살아나면 현기차 가격 내릴텐데 좋은점도 있음,8
51,노조의 이기도 이제는 더 이상 못 봐줄듯,13
52,쉐보레 철수하면 안됨... 이러다가 진짜 현기가 독점함,1
53,무식하게 돈 좀 뜯어내려다 실업자가 되게 생겼누 ㅋㅋ,4
54,노조도 적당히 해야지,3
55,지엠 떠나라한국은 배부르다빨리 떠나라,7
56,답답,1
57,"등산용 조끼, 빨간 머리띠    진짜 보기 싫다 .  나는 진따다 라고 티대는 것같아",5
58,당장 떠나라 우리는  현기가 있다미군도 철수 하라!,4
