,comments,likes
0,멀리서 잘보고 있습니다..날카로운 분석리뷰 감사합니다..항상 건강하세요.!,3
1,아우디를 좋아하는 1인으로써 아우디 코리아가 이 영상 꼭 봤으면 좋겠네요.  계속해서 한박자도 아니고 세박자 정도 늦게 차를 출시하네요.,65
2,안드레 이름을 장기자님 채널에서 들으니 신기하네요 ㅎㅎㅎ 한국을 대표하는 디자이너가 되길!,3
3,우리 찐택이형님 진짜 뚜껑열리셨네 5분을 후두려 까시네 ㅋㅋㅋ 코엑스가 살려줬네 ㅋㅋㅋ,28
4,요즘 차유튜버는 장진택인거 같다 아재드립이 옛날보다 늘었다 ㅎ,3
5,비관심 차도 보게되는 장진택의 코미디어오토😁,1
6,장기자님 좋은게주행영상찍을때 토션빔 확인 안한거전날찍은거 그대로 씁시다 라고이게 진국이지,1
7,제가 4년전 원했던 디자인입니다.팩트 : 베뉴보다 좋은점이 있을까 싶네요..,11
8,맞아요~ 장기자님~~~~~ 쉴드쳐주실 필요 전혀 없으십니다~~~~~~~~~~~~~~~~~~~~~~~~~~화이팅입니다~ 장기자님!!!!!,67
9,유감독님 한 5분동안 블러 처리하느라 고생하셨어요 ㅎㅎ,11
10,장기자님. 저도 폭바그룹차량들의 신기한 브레이크 세팅을 경험하고 있는데요. 초반에는 답력이 약하여 푹 들어갔다가 후에 압이 차오르는 현상이 있습니다. 원래 이렇게 세팅이 된 것인지 궁금하네요. 체감상으로는 브레이크가 초반에 푹 꺼지기에 제동력이 약하다는 느낌을 받습니다.,1
11,4000 토션빔은.... 정말 새로운 장르를 개척하는구나...,2
12,핵심을 찌르면서 재밌는^^ 늘 잘 보고 있습니다.,3
13,그래도 한달에 124대팔렸네요 ㅋㅋ개인적으로 독삼사중 아우디 젤 좋아하는데 신기,2
14,그냥 존재 자체가 한국 개무시하는 모델,84
15,장기자님. 깡 인정!!!,1
16,;;프리미엄 급에서 토션빔이라니 신박하내용 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
17,"허... gla, glb, x1, x2는 물론이고 a220, 118d 같은 3천만원대 부터 시작하는 엔트리도 다 멀티링크인데..... 4천만원대 suv가 토션빔이라니.... 벤츠보다 아우디가 훨씬 창렬하네요..... 너무 심한데....",2
18,아우디 이름값으로 타기에도 크나큰 거부감이 ㄷㄷ,1
19,구식차 리뷰하시느라  수고하셨읍니다.띠리리 띠리린,2
20,q2가  조에나 208e처럼 전기로 나오면 잘팔릴듯 하네요.,1
21,같은 가격주고 수입 소형SUV 살거면 미니 컨트리맨이 다섯배쯤 나은듯,5
22,"아우디는 매번 페리 때 재고처리하는 느낌이 강하네요. 가격도 비싼데 전혀 경쟁력 없이 토션빔이나 부족한 옵션...BMW처럼 우리나라에 드라이빙센터를 짓고 우리나라에 부품업체서 부품을 남품 받아 넣는 것도 아니고, 벤츠처럼 뭐가 있는 것도 아니고...",1
23,와... 아우디 Q2 벤츠 GLB 나오니까 급하게 노저으려고 나왔는데 배에 구멍이 있네요...,67
24,"디젤게이트 터지고 이미지 개똥이 됐는데, Q5도 그렇고 페이스리프트 나온 상황인데 재고 처리나 하라는 건가?장사하기 싫으면 그냥 문 닫아야지 ㅋ",47
25,잘 만들고 앰비언트 라이트 등등 이것저것 많이 있어서 비싼가봐요. 그래도.. 그냥 딱 보기에 너무 비싸보이니까 많이 팔리진 않을듯 ㅠㅠ,1
